plant number,inflorescence number,inflorescence,range,max_range,gender,notes
20,5,side,3,three,herm,
20,6,side,1,two,male,
20,6,side,2,two,male,
20,6,side,2,two,male,
20,6,side,2,two,male,
20,7,side,1,two,male,
20,7,side,2,two,male,
20,7,side,2,two,male,
20,7,side,2,two,male,
20,8,side,1,two,male,
20,8,side,2,two,male,
20,8,side,2,two,male,
20,8,side,2,two,male,
20,9,side,1,two,male,
20,9,side,2,two,male,
20,9,side,2,two,male,
20,9,side,2,two,male,
20,10,side,1,two,male,
20,10,side,2,two,male,
20,10,side,2,two,male,
20,10,side,2,two,herm,
20,11,side,1,two,male,
20,11,side,2,two,male,
20,11,side,2,two,male,
20,11,side,2,two,male,
20,1,upper,0,,male,
20,2,upper,1,two,male,
20,2,upper,2,two,herm,
20,2,upper,2,two,herm,
20,2,upper,2,two,herm,
20,3,upper,1,two,male,
20,3,upper,2,two,herm,
20,3,upper,2,two,herm,
20,4,upper,1,two,male,
20,4,upper,2,two,herm,
20,4,upper,2,two,herm,
20,4,upper,2,two,herm,
20,5,upper,1,two,male,
20,5,upper,2,two,herm,
20,5,upper,2,two,herm,
20,6,upper,1,two,male,
20,6,upper,2,two,herm,
20,6,upper,2,two,herm,
20,6,upper,2,two,herm,
21,1,side,1,,male,anomal
21,2,side,1,three,male,anomal
21,2,side,2,three,male,anomal
21,2,side,2,three,male,anomal
21,2,side,2,three,male,anomal
21,2,side,2,three,male,anomal
21,2,side,2,three,male,anomal
21,2,side,3,three,herm,anomal
21,2,side,3,three,herm,anomal
21,3,side,1,three,male,
21,3,side,2,three,male,
21,3,side,2,three,male,
21,3,side,2,three,male,
21,3,side,2,three,male,
21,3,side,3,three,herm,
21,3,side,3,three,herm,
21,3,side,3,three,herm,
21,3,side,3,three,herm,
21,4,side,1,three,male,
21,4,side,2,three,male,
21,4,side,2,three,male,
21,4,side,2,three,male,
21,4,side,2,three,male,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,4,side,3,three,herm,
21,5,side,1,three,male,
21,5,side,2,three,male,
21,5,side,2,three,male,
21,5,side,2,three,male,
21,5,side,2,three,male,
21,5,side,3,three,herm,
21,5,side,3,three,herm,
21,5,side,3,three,herm,
21,5,side,3,three,herm,
21,5,side,3,three,herm,
21,5,side,3,three,herm,
21,6,side,1,three,male,
21,6,side,2,three,male,
21,6,side,2,three,male,
21,6,side,2,three,male,
21,6,side,2,three,male,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,6,side,3,three,herm,
21,7,side,1,three,male,
21,7,side,2,three,male,
21,7,side,2,three,male,
21,7,side,2,three,male,
21,7,side,2,three,male,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,7,side,3,three,herm,
21,8,side,1,three,male,
21,8,side,2,three,male,
21,8,side,2,three,male,
21,8,side,2,three,male,
21,8,side,2,three,male,
21,8,side,3,three,herm,
21,8,side,3,three,herm,
21,8,side,3,three,herm,
21,8,side,3,three,herm,
21,8,side,3,three,herm,
21,8,side,3,three,herm,
21,9,side,1,three,male,
21,9,side,2,three,male,
21,9,side,2,three,male,
21,9,side,2,three,male,
21,9,side,2,three,male,
21,9,side,3,three,herm,
21,9,side,3,three,herm,
21,9,side,3,three,herm,
21,9,side,3,three,herm,
21,9,side,3,three,herm,
21,10,side,1,three,male,
21,10,side,2,three,male,
21,10,side,2,three,male,
21,10,side,2,three,male,
21,10,side,2,three,male,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,10,side,3,three,herm,
21,11,side,1,three,male,
21,11,side,2,three,male,
21,11,side,2,three,male,
21,11,side,2,three,male,
21,11,side,2,three,male,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,11,side,3,three,herm,
21,12,side,1,three,male,
21,12,side,2,three,male,
21,12,side,2,three,male,
21,12,side,2,three,male,
21,12,side,2,three,male,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,12,side,3,three,herm,
21,13,side,1,three,male,
21,13,side,2,three,male,
21,13,side,2,three,herm,
21,13,side,2,three,herm,
21,13,side,2,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,13,side,3,three,herm,
21,14,side,1,three,male,
21,14,side,2,three,male,
21,14,side,2,three,herm,
21,14,side,2,three,herm,
21,14,side,2,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,14,side,3,three,herm,
21,15,side,1,three,male,
21,15,side,2,three,male,
21,15,side,2,three,herm,
21,15,side,2,three,herm,
21,15,side,2,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,15,side,3,three,herm,
21,1,upper,0,,male,
21,2,upper,1,three,male,
21,2,upper,2,three,herm,
21,2,upper,2,three,herm,
21,2,upper,2,three,herm,
21,2,upper,2,three,herm,
21,2,upper,3,three,herm,
21,2,upper,3,three,herm,
21,2,upper,3,three,herm,
21,2,upper,3,three,herm,
21,2,upper,3,three,herm,
21,2,upper,3,three,herm,
21,3,upper,1,three,male,
21,3,upper,2,three,herm,
21,3,upper,2,three,herm,
21,3,upper,2,three,herm,
21,3,upper,2,three,herm,
21,3,upper,3,three,herm,
21,3,upper,3,three,herm,
21,4,upper,1,three,male,
21,4,upper,2,three,herm,
21,4,upper,2,three,herm,
21,4,upper,2,three,herm,
21,4,upper,2,three,herm,
21,4,upper,3,three,herm,
21,4,upper,3,three,herm,
21,4,upper,3,three,herm,
21,4,upper,3,three,herm,
21,4,upper,3,three,herm,
21,4,upper,3,three,herm,
21,5,upper,1,three,male,
21,5,upper,2,three,herm,
21,5,upper,2,three,herm,
21,5,upper,2,three,herm,
21,5,upper,2,three,herm,
21,5,upper,3,three,herm,
21,6,upper,1,two,male,
21,6,upper,2,two,herm,
21,6,upper,2,two,herm,
21,7,upper,1,three,male,
21,7,upper,2,three,herm,
21,7,upper,2,three,herm,
21,7,upper,2,three,herm,
21,7,upper,3,three,herm,
21,7,upper,3,three,herm,
21,7,upper,3,three,herm,
21,8,upper,1,two,male,
21,8,upper,2,two,herm,
21,8,upper,2,two,herm,
21,9,upper,1,two,male,
21,9,upper,2,two,herm,
21,10,upper,1,two,male,
21,10,upper,2,two,herm,
21,10,upper,2,two,herm,
22,1,side,1,two,male,
22,1,side,2,two,herm,
22,1,side,2,two,herm,
22,1,side,2,two,herm,
22,2,side,1,two,male,
22,2,side,2,two,herm,
22,2,side,2,two,herm,
22,2,side,2,two,herm,
22,2,side,2,two,herm,
22,3,side,1,two,male,
22,3,side,2,two,herm,
22,3,side,2,two,herm,
22,3,side,2,two,herm,
22,3,side,2,two,herm,
22,4,side,1,two,male,
22,4,side,2,two,herm,
22,4,side,2,two,herm,
22,4,side,2,two,herm,
22,5,side,1,two,male,
22,5,side,2,two,herm,
22,5,side,2,two,herm,
22,5,side,2,two,herm,
22,6,side,1,two,male,
22,6,side,2,two,herm,
22,6,side,2,two,herm,
22,6,side,2,two,herm,
22,6,side,2,two,herm,
22,7,side,1,two,male,
22,7,side,2,two,herm,
22,7,side,2,two,herm,
22,7,side,2,two,herm,
22,7,side,2,two,herm,
22,8,side,1,two,male,
22,8,side,2,two,herm,
22,8,side,2,two,herm,
22,8,side,2,two,herm,
22,8,side,2,two,herm,
22,9,side,1,two,male,
22,9,side,2,two,herm,
22,9,side,2,two,herm,
22,9,side,2,two,herm,
22,9,side,2,two,herm,
22,10,side,1,two,male,
22,10,side,2,two,herm,
22,10,side,2,two,herm,
22,10,side,2,two,herm,
22,10,side,2,two,herm,
22,11,side,1,two,male,
22,11,side,2,two,herm,
22,11,side,2,two,herm,
22,11,side,2,two,herm,
22,12,side,1,two,male,
22,12,side,2,two,herm,
22,12,side,2,two,herm,
22,12,side,2,two,herm,
22,13,side,1,two,male,
22,13,side,2,two,herm,
22,13,side,2,two,herm,
22,13,side,2,two,herm,
22,1,upper,0,,male,
22,2,upper,1,two,male,
22,2,upper,2,two,herm,
22,2,upper,2,two,herm,
22,2,upper,2,two,herm,
22,3,upper,1,two,male,
22,3,upper,2,two,herm,
22,3,upper,2,two,herm,
22,4,upper,1,two,male,
22,4,upper,2,two,herm,
22,4,upper,2,two,herm,
22,4,upper,2,two,herm,
22,5,upper,1,,herm,
22,6,upper,1,two,male,
22,6,upper,2,two,herm,
23,1,side,1,three,male,
23,1,side,2,three,herm,
23,1,side,2,three,herm,
23,1,side,2,three,herm,
23,1,side,2,three,herm,
23,1,side,2,three,herm,
23,1,side,3,three,herm,
23,1,side,3,three,herm,
23,2,side,1,three,male,
23,2,side,2,three,herm,
23,2,side,2,three,herm,
23,2,side,2,three,herm,
23,2,side,2,three,herm,
23,2,side,3,three,herm,
23,2,side,3,three,herm,
23,3,side,1,three,male,
23,3,side,2,three,male,
23,3,side,2,three,herm,
23,3,side,2,three,herm,
23,3,side,2,three,herm,
23,3,side,3,three,herm,
23,3,side,3,three,herm,
23,3,side,3,three,herm,
23,3,side,3,three,herm,
23,4,side,1,three,male,
23,4,side,2,three,herm,
23,4,side,2,three,herm,
23,4,side,2,three,herm,
23,4,side,2,three,herm,
23,4,side,3,three,herm,
23,4,side,3,three,herm,
23,5,side,1,three,male,
23,5,side,2,three,male,
23,5,side,2,three,herm,
23,5,side,2,three,herm,
23,5,side,2,three,herm,
23,5,side,3,three,herm,
23,6,side,1,two,male,
23,6,side,2,two,male,
23,6,side,2,two,male,
23,6,side,2,two,herm,
23,6,side,2,two,herm,
23,7,side,1,two,male,
23,7,side,2,two,herm,
23,7,side,2,two,herm,
23,7,side,2,two,herm,
23,7,side,2,two,herm,
23,8,side,1,three,male,
23,8,side,2,three,herm,
23,8,side,2,three,herm,
23,8,side,2,three,herm,
23,8,side,2,three,herm,
23,8,side,3,three,herm,
23,9,side,1,two,male,
23,9,side,2,two,herm,
23,9,side,2,two,herm,
23,9,side,2,two,herm,
23,9,side,2,two,herm,
23,10,side,1,two,male,
23,10,side,2,two,herm,
23,10,side,2,two,herm,
23,10,side,2,two,herm,
23,10,side,2,two,herm,
23,11,side,1,two,male,
23,11,side,2,two,herm,
23,11,side,2,two,herm,
23,11,side,2,two,herm,
23,11,side,2,two,herm,
23,12,side,1,two,male,
23,12,side,2,two,herm,
23,12,side,2,two,herm,
23,12,side,2,two,herm,
23,1,upper,0,,male,anomal
23,1,upper,1,,male,anomal
23,2,upper,1,two,male,
23,2,upper,2,two,herm,
23,2,upper,2,two,herm,
23,2,upper,2,two,herm,
23,3,upper,1,two,male,
23,3,upper,2,two,herm,
23,3,upper,2,two,herm,
23,4,upper,1,two,male,
23,4,upper,2,two,herm,
23,4,upper,2,two,herm,
23,4,upper,2,two,herm,
23,5,upper,1,two,male,
23,5,upper,2,two,herm,
23,5,upper,2,two,herm,
23,6,upper,1,two,male,
23,6,upper,2,two,herm,
23,6,upper,2,two,herm,
24,1,side,1,two,male,
24,1,side,2,two,herm,
24,1,side,2,two,herm,
24,1,side,2,two,male,
24,1,side,2,two,male,
24,2,side,1,two,male,anomal
24,2,side,2,two,herm,anomal
24,2,side,2,two,herm,anomal
24,2,side,2,two,herm,anomal
24,2,side,2,two,herm,anomal
24,3,side,1,three,male,
24,3,side,2,three,herm,
24,3,side,2,three,herm,
24,3,side,2,three,herm,
24,3,side,2,three,herm,
24,3,side,3,three,herm,
24,3,side,3,three,herm,
24,4,side,1,two,male,
24,4,side,2,two,herm,
24,4,side,2,two,herm,
24,4,side,2,two,male,
24,4,side,2,two,male,
24,5,side,1,three,male,
24,5,side,2,three,male,
24,5,side,2,three,male,
24,5,side,2,three,herm,
24,5,side,2,three,herm,
24,5,side,3,three,herm,
24,5,side,3,three,herm,
24,6,side,1,three,male,
24,6,side,2,three,male,
24,6,side,2,three,male,
24,6,side,2,three,herm,
24,6,side,2,three,herm,
24,6,side,3,three,herm,
24,6,side,3,three,herm,
24,6,side,3,three,herm,
24,7,side,1,two,male,
24,7,side,2,two,male,
24,7,side,2,two,male,
24,7,side,2,two,herm,
24,7,side,2,two,herm,
24,8,side,1,three,male,
24,8,side,2,three,male,
24,8,side,2,three,male,
24,8,side,2,three,herm,
24,8,side,2,three,herm,
24,8,side,3,three,herm,
24,8,side,3,three,herm,
24,8,side,3,three,herm,
24,8,side,3,three,herm,
24,8,side,3,three,male,
24,9,side,1,three,male,
24,9,side,2,three,male,
24,9,side,2,three,herm,
24,9,side,2,three,herm,
24,9,side,2,three,herm,
24,9,side,3,three,herm,
24,9,side,3,three,herm,
24,9,side,3,three,herm,
24,10,side,1,two,male,
24,10,side,2,two,male,
24,10,side,2,two,male,
24,10,side,2,two,herm,
24,10,side,2,two,herm,
24,11,side,1,three,male,
24,11,side,2,three,male,
24,11,side,2,three,herm,
24,11,side,2,three,herm,
24,11,side,2,three,herm,
24,11,side,3,three,herm,
24,12,side,1,two,male,
24,12,side,2,two,herm,
24,12,side,2,two,herm,
24,12,side,2,two,herm,
24,12,side,2,two,herm,
24,13,side,1,two,male,
24,13,side,2,two,herm,
24,13,side,2,two,herm,
24,13,side,2,two,herm,
24,13,side,2,two,herm,
24,1,upper,0,,male,anomal
24,2,upper,1,two,male,
24,2,upper,2,two,herm,
24,2,upper,2,two,herm,
24,2,upper,2,two,herm,
24,2,upper,2,two,herm,
24,3,upper,1,two,male,
24,3,upper,2,two,herm,
24,3,upper,2,two,herm,
24,3,upper,2,two,herm,
24,3,upper,2,two,herm,
24,4,upper,1,two,male,
24,4,upper,2,two,herm,
24,4,upper,2,two,herm,
24,4,upper,2,two,herm,
24,4,upper,2,two,herm,
24,5,upper,1,two,male,
24,5,upper,2,two,herm,
24,5,upper,2,two,herm,
24,6,upper,1,two,male,
24,6,upper,2,two,herm,
24,6,upper,2,two,herm,
24,6,upper,2,two,herm,
24,6,upper,2,two,herm,
24,7,upper,1,two,male,
24,7,upper,2,two,herm,
24,7,upper,2,two,herm,
25,1,side,1,two,male,
25,1,side,2,two,herm,
25,2,side,1,two,male,
25,2,side,2,two,herm,
25,2,side,2,two,herm,
25,2,side,2,two,herm,
25,3,side,1,two,male,
25,3,side,2,two,herm,
25,3,side,2,two,herm,
25,3,side,2,two,herm,
25,4,side,1,two,male,
25,4,side,2,two,herm,
25,4,side,2,two,herm,
25,4,side,2,two,herm,
25,5,side,1,two,male,
25,5,side,2,two,herm,
25,5,side,2,two,herm,
25,5,side,2,two,herm,
25,6,side,1,two,male,
25,6,side,2,two,herm,
25,6,side,2,two,herm,
25,6,side,2,two,herm,
25,7,side,1,two,male,
25,7,side,2,two,herm,
25,7,side,2,two,herm,
25,7,side,2,two,herm,
25,8,side,1,two,male,
25,8,side,2,two,herm,
25,8,side,2,two,herm,
25,8,side,2,two,herm,
25,9,side,1,two,male,
25,9,side,2,two,herm,
25,9,side,2,two,herm,
25,9,side,2,two,herm,
25,10,side,1,two,male,
25,10,side,2,two,herm,
25,10,side,2,two,herm,
25,10,side,2,two,herm,
25,11,side,1,two,male,
25,11,side,2,two,herm,
25,11,side,2,two,herm,
25,11,side,2,two,herm,
25,12,side,1,two,male,
25,12,side,2,two,herm,
25,12,side,2,two,herm,
25,12,side,2,two,herm,
25,1,upper,0,,male,anomal
25,2,upper,1,two,male,
25,2,upper,2,two,herm,
25,2,upper,2,two,herm,
25,2,upper,2,two,herm,
25,3,upper,1,two,male,
25,3,upper,2,two,herm,
25,3,upper,2,two,herm,
25,3,upper,2,two,herm,
25,4,upper,1,two,male,
25,4,upper,2,two,herm,
25,4,upper,2,two,herm,
25,4,upper,2,two,herm,
25,5,upper,1,two,male,
25,5,upper,2,two,herm,
25,5,upper,2,two,herm,
25,5,upper,2,two,herm,
25,6,upper,1,two,male,
25,6,upper,2,two,herm,
25,6,upper,2,two,herm,
25,7,upper,1,two,male,
25,7,upper,2,two,herm,
25,8,upper,1,two,male,
26,1,side,1,two,male,anomal
26,1,side,2,two,herm,anomal
26,1,side,2,two,herm,anomal
26,1,side,2,two,herm,anomal
26,1,side,2,two,herm,anomal
26,2,side,1,two,male,anomal
26,2,side,2,two,male,anomal
26,3,side,1,two,male,
26,3,side,2,two,male,
26,3,side,2,two,male,
26,4,side,1,two,male,
26,4,side,2,two,male,
26,4,side,2,two,male,
26,4,side,2,two,male,
26,4,side,2,two,male,
26,5,side,1,three,male,
26,5,side,2,three,male,
26,5,side,2,three,male,
26,5,side,2,three,male,
26,5,side,2,three,male,
26,5,side,3,three,herm,
26,6,side,1,two,male,
26,6,side,2,two,male,
26,6,side,2,two,male,
26,6,side,2,two,male,
26,6,side,2,two,male,
26,7,side,1,two,male,
26,7,side,2,two,male,
26,7,side,2,two,male,
26,7,side,2,two,male,
26,7,side,2,two,herm,
26,8,side,1,three,male,
26,8,side,2,three,male,
26,8,side,2,three,male,
26,8,side,2,three,male,
26,8,side,3,three,herm,
26,8,side,3,three,herm,
26,8,side,3,three,herm,
26,9,side,1,three,male,
26,9,side,2,three,male,
26,9,side,2,three,male,
26,9,side,2,three,male,
26,9,side,3,three,herm,
26,9,side,3,three,herm,
26,9,side,3,three,herm,
26,9,side,3,three,herm,
26,10,side,1,three,male,
26,10,side,2,three,male,
26,10,side,2,three,male,
26,10,side,2,three,male,
26,10,side,2,three,male,
26,10,side,3,three,male,
26,10,side,3,three,herm,
26,10,side,3,three,herm,
26,11,side,1,three,male,
26,11,side,2,three,male,
26,11,side,2,three,male,
26,11,side,2,three,male,
26,11,side,3,three,herm,
26,11,side,3,three,herm,
26,11,side,3,three,herm,
26,12,side,1,three,male,
26,12,side,2,three,male,
26,12,side,2,three,male,
26,12,side,2,three,herm,
26,12,side,2,three,herm,
26,12,side,3,three,herm,
26,12,side,3,three,herm,
26,12,side,3,three,herm,
26,12,side,3,three,herm,
26,12,side,3,three,herm,
26,13,side,1,three,male,
26,13,side,2,three,male,
26,13,side,2,three,male,
26,13,side,2,three,male,
26,13,side,3,three,herm,
26,13,side,3,three,herm,
26,13,side,3,three,herm,
26,13,side,3,three,herm,
26,13,side,3,three,herm,
26,13,side,3,three,herm,
26,14,side,1,three,male,
26,14,side,2,three,male,
26,14,side,2,three,male,
26,14,side,2,three,male,
26,14,side,3,three,herm,
26,14,side,3,three,herm,
26,14,side,3,three,herm,
26,14,side,3,three,herm,
26,14,side,3,three,herm,
26,14,side,3,three,herm,
26,15,side,1,three,male,
26,15,side,2,three,male,
26,15,side,2,three,male,
26,15,side,2,three,herm,
26,15,side,3,three,herm,
26,15,side,3,three,herm,
26,15,side,3,three,herm,
26,15,side,3,three,herm,
26,16,side,1,three,male,
26,16,side,2,three,male,
26,16,side,2,three,male,
26,16,side,2,three,herm,
26,16,side,3,three,herm,
26,16,side,3,three,herm,
26,16,side,3,three,herm,
26,16,side,3,three,herm,
26,16,side,3,three,herm,
26,17,side,1,three,male,
26,17,side,2,three,male,
26,17,side,2,three,male,
26,17,side,2,three,herm,
26,17,side,3,three,herm,
26,17,side,3,three,herm,
26,17,side,3,three,herm,
26,17,side,3,three,herm,
26,1,upper,0,,male,anomal
26,2,upper,1,three,male,
26,2,upper,2,three,male,
26,2,upper,2,three,herm,
26,2,upper,2,three,herm,
26,2,upper,3,three,herm,
26,2,upper,3,three,herm,
26,2,upper,3,three,herm,
26,2,upper,3,three,herm,
26,3,upper,1,three,male,
26,3,upper,2,three,herm,
26,3,upper,2,three,herm,
26,3,upper,2,three,herm,
26,3,upper,3,three,herm,
26,3,upper,3,three,herm,
26,3,upper,3,three,herm,
26,4,upper,1,three,male,
26,4,upper,2,three,herm,
26,4,upper,2,three,herm,
26,4,upper,2,three,herm,
26,4,upper,3,three,herm,
26,5,upper,1,two,male,
26,5,upper,2,two,herm,
26,5,upper,2,two,herm,
26,5,upper,2,two,herm,
26,6,upper,1,three,male,
26,6,upper,2,three,herm,
26,6,upper,2,three,herm,
26,6,upper,2,three,herm,
26,6,upper,3,three,herm,
26,6,upper,3,three,herm,
26,6,upper,3,three,herm,
26,7,upper,1,two,male,
26,7,upper,2,two,herm,
26,7,upper,2,two,herm,
26,7,upper,2,two,herm,
26,8,upper,1,two,male,
26,8,upper,2,two,herm,
26,8,upper,2,two,herm,
26,8,upper,2,two,herm,
26,9,upper,1,two,male,
26,9,upper,2,two,herm,
26,9,upper,2,two,herm,
26,9,upper,2,two,herm,
27,1,side,1,two,male,
27,1,side,2,two,male,
27,1,side,2,two,male,
27,2,side,1,two,male,
27,2,side,2,two,male,
27,2,side,2,two,male,
27,2,side,2,two,male,
27,2,side,2,two,male,
27,3,side,1,two,male,
27,3,side,2,two,male,
27,3,side,2,two,male,
27,3,side,2,two,male,
27,4,side,1,three,male,
27,4,side,2,three,male,
27,4,side,2,three,male,
27,4,side,2,three,male,
27,4,side,3,three,herm,
27,5,side,1,two,male,
27,5,side,2,two,male,
27,5,side,2,two,male,
27,5,side,2,two,male,
27,6,side,1,three,male,
27,6,side,2,three,male,
27,6,side,2,three,male,
27,6,side,2,three,male,
27,6,side,3,three,herm,
27,6,side,3,three,herm,
27,7,side,1,three,male,
27,7,side,2,three,male,
27,7,side,2,three,male,
27,7,side,2,three,herm,
27,7,side,3,three,herm,
27,8,side,1,three,male,
27,8,side,2,three,male,
27,8,side,2,three,male,
27,8,side,2,three,herm,
27,8,side,3,three,herm,
27,8,side,3,three,herm,
27,9,side,1,three,male,
27,9,side,2,three,male,
27,9,side,2,three,herm,
27,9,side,2,three,herm,
27,9,side,3,three,herm,
27,10,side,1,three,male,
27,10,side,2,three,male,
27,10,side,2,three,male,
27,10,side,2,three,herm,
27,10,side,3,three,herm,
27,10,side,3,three,herm,
27,1,upper,0,,male,anomal
27,2,upper,1,three,male,
27,2,upper,2,three,herm,
27,2,upper,2,three,herm,
27,2,upper,3,three,herm,
27,2,upper,3,three,herm,
27,2,upper,3,three,herm,
27,3,upper,1,two,male,
27,3,upper,2,two,herm,
27,3,upper,2,two,herm,
27,4,upper,1,three,male,
27,4,upper,2,three,herm,
27,4,upper,2,three,herm,
27,4,upper,2,three,herm,
27,4,upper,3,three,herm,
27,4,upper,3,three,herm,
27,5,upper,1,two,male,
27,5,upper,2,two,herm,
27,5,upper,2,two,herm,
27,5,upper,2,two,herm,
27,6,upper,1,three,male,
27,6,upper,2,three,herm,
27,6,upper,2,three,herm,
27,6,upper,2,three,herm,
27,6,upper,3,three,herm,
27,6,upper,3,three,herm,
27,6,upper,3,three,herm,
27,6,upper,3,three,herm,
27,6,upper,3,three,herm,
27,7,upper,1,two,male,
27,7,upper,2,two,herm,
27,7,upper,2,two,herm,
27,7,upper,2,two,herm,
27,8,upper,1,three,male,
27,8,upper,2,three,herm,
27,8,upper,2,three,herm,
27,8,upper,2,three,herm,
27,8,upper,3,three,herm,
27,8,upper,3,three,herm,
27,8,upper,3,three,herm,
27,9,upper,1,two,male,
27,9,upper,2,two,herm,
27,9,upper,2,two,herm,
27,9,upper,2,two,herm,
28,1,side,1,three,male,anomal
28,1,side,2,three,herm,anomal
28,1,side,2,three,herm,anomal
28,1,side,2,three,herm,anomal
28,1,side,2,three,herm,anomal
28,1,side,3,three,herm,anomal
28,1,side,3,three,herm,anomal
28,2,side,1,three,male,
28,2,side,2,three,herm,
28,2,side,2,three,herm,
28,2,side,2,three,herm,
28,2,side,2,three,herm,
28,2,side,3,three,herm,
28,2,side,3,three,herm,
28,2,side,3,three,herm,
28,3,side,1,three,male,
28,3,side,2,three,herm,
28,3,side,2,three,herm,
28,3,side,2,three,herm,
28,3,side,3,three,herm,
28,3,side,3,three,herm,
28,3,side,3,three,herm,
28,3,side,3,three,herm,
28,4,side,1,three,male,
28,4,side,2,three,herm,
28,4,side,2,three,herm,
28,4,side,2,three,herm,
28,4,side,2,three,herm,
28,4,side,3,three,herm,
28,4,side,3,three,herm,
28,4,side,3,three,herm,
28,4,side,3,three,herm,
28,5,side,1,three,male,
28,5,side,2,three,herm,
28,5,side,2,three,herm,
28,5,side,2,three,herm,
28,5,side,2,three,herm,
28,5,side,3,three,herm,
28,5,side,3,three,herm,
28,5,side,3,three,herm,
28,6,side,1,three,male,
28,6,side,2,three,herm,
28,6,side,2,three,herm,
28,6,side,2,three,herm,
28,6,side,2,three,herm,
28,6,side,3,three,herm,
28,6,side,3,three,herm,
28,6,side,3,three,herm,
28,6,side,3,three,herm,
28,7,side,1,three,male,
28,7,side,2,three,herm,
28,7,side,2,three,herm,
28,7,side,2,three,herm,
28,7,side,2,three,herm,
28,7,side,3,three,herm,
28,7,side,3,three,herm,
28,7,side,3,three,herm,
28,7,side,3,three,herm,
28,7,side,3,three,herm,
28,7,side,3,three,herm,
28,8,side,1,three,male,
28,8,side,2,three,herm,
28,8,side,2,three,herm,
28,8,side,2,three,herm,
28,8,side,2,three,herm,
28,8,side,3,three,herm,
28,8,side,3,three,herm,
28,8,side,3,three,herm,
28,8,side,3,three,herm,
28,9,side,1,three,male,
28,9,side,2,three,herm,
28,9,side,2,three,herm,
28,9,side,2,three,herm,
28,9,side,2,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,9,side,3,three,herm,
28,10,side,1,three,male,
28,10,side,2,three,herm,
28,10,side,2,three,herm,
28,10,side,2,three,herm,
28,10,side,2,three,herm,
28,10,side,3,three,herm,
28,10,side,3,three,herm,
28,11,side,1,three,male,
28,11,side,2,three,herm,
28,11,side,2,three,herm,
28,11,side,2,three,herm,
28,11,side,2,three,herm,
28,11,side,3,three,herm,
28,11,side,3,three,herm,
28,11,side,3,three,herm,
28,11,side,3,three,herm,
28,12,side,1,three,male,
28,12,side,2,three,herm,
28,12,side,2,three,herm,
28,12,side,2,three,herm,
28,12,side,2,three,herm,
28,12,side,3,three,herm,
28,12,side,3,three,herm,
28,13,side,1,three,male,
28,13,side,2,three,herm,
28,13,side,2,three,herm,
28,13,side,2,three,herm,
28,13,side,2,three,herm,
28,13,side,3,three,herm,
28,13,side,3,three,herm,
28,1,upper,0,,male,anomal
28,2,upper,1,two,male,anomal
28,2,upper,2,two,herm,anomal
28,2,upper,2,two,herm,anomal
28,2,upper,2,two,herm,anomal
28,2,upper,2,two,herm,anomal
28,3,upper,1,two,male,
28,3,upper,2,two,herm,
28,3,upper,2,two,herm,
28,3,upper,2,two,herm,
28,4,upper,1,two,male,
28,4,upper,2,two,herm,
28,4,upper,2,two,herm,
28,4,upper,2,two,herm,
28,5,upper,1,two,male,
28,5,upper,2,two,herm,
28,5,upper,2,two,herm,
28,6,upper,1,three,male,
28,6,upper,2,three,herm,
28,6,upper,2,three,herm,
28,6,upper,2,three,herm,
28,6,upper,3,three,herm,
28,6,upper,3,three,herm,
28,7,upper,1,two,male,
28,7,upper,2,two,herm,
28,7,upper,2,two,herm,
